Id;Category;Tweet
1.00462196486089E+018;c4;RT @Omojuwa: God isn’t answering your “let my enemies die!” prayers because He doesn’t want you to kill yourself. Sometimes, stop externali…
1.00462196896298E+018;c1;"If this is the case I want to see @FLOTUS filled immigration papers.
There's NO way that an educated person receive… https://t.co/RUPy2AawxY"
1.00462197039743E+018;c0;drinking game: take a shot every time i embarrass myself in public. this is also a pretty effective way to kill yourself.
1.0046219741973E+018;c3;RT @hopexpics: I WANT TO DIE https://t.co/ecDpTujm9C
1.00462197654617E+018;c5;"RT @ThinkSarcasm: i've been in a ""i don't even care anymore"" mood a lot lately"
1.00462198043016E+018;c6;@vegermta I just think she don't een care for me if she do that. Sex and allat ain't that serious for real. Sometim… https://t.co/pYnpGrfBQx
1.00462198172208E+018;c2;RT @simonfromharlow: So... 72 hours after this photo was taken last year, I deleted Twitter, Facebook and WhatsApp, threw my phones into a…
1.00462198455316E+018;c0;"RT @SimonBruni: If remainers want Freedom of Movement

If EFTA/EEA leavers want FoM

If EU27 + EFTA citizens + Brits abroad want FoM

If mo…"
1.00462198524527E+018;c3;RT @muftimenk: Make a commitment to start a new beginning when #Ramadan ends. Give up at least one bad habit in this blessed month. Do it s…
1.00462199046281E+018;c6;"RT @sarahllfit: I can’t thank everyone enough for all of the love &amp; attention i’ve gotten lately. I never thought my discovery would end up…"
1.00462199602045E+018;c1;RT @Magnusbaene_: quick correction: this is a Netflix fansite, not Netflix itself! still go vote! #PickUpShadowhunters #SaveShadowhunters @…
1.00462199737918E+018;c5;"RT @kaibasyugi: ghshgs based from @wrongbrodinsons tweet !!! https://t.co/d7HrbCfw9f

;;w    ;; ^this tweet made me soft i'm sorry https://…"
1.00462199876753E+018;c6;Do these rethuglicans go out of their way to look for cruel and brutal ways to abuse animals? @RepChrisStewart is a… https://t.co/7ndkMZigz2
1.00462200180415E+018;c3;"RT @deguzmankarenn: -FLAT CHESTED
-WALA KANG DEDE WAG KANG MAGMAGANDA
-DI MO NA KAILANGAN MAGBRA, WALA KA NAMANG DEDE EH

tbh i'm just so t…"
1.0046220023161E+018;c5;RT @kiIIakaye: you can’t force a man to see what he’s missing out on.. at the end of the day, niggas are gonna be stuck in their ways regar…
1.0046220028445E+018;c2;RT @xty___: I don't care about an argument, I'll still be here tomorrow for you.
1.00462200249639E+018;c2;"Thank you @simonfromharlow for sharing your inspiring story to help others.
#ItsOkNotToBeOk and with help people re… https://t.co/UwhhtKBBm5"
1.00462200351556E+018;c4;I would like to show you something but no one cares 😬
1.00462200372946E+018;c0;RT @PandaFrinky: Sebenarnya, banyak kali jugak terasa hati. Tapi aku lebih suka diam daripada bagitahu. Sebab aku tahu at the end of the da…
1.00462200453905E+018;c0;RT @ensushiastic: who keeps funding this just END IT and donate all that money to mental health organizations fjdnfndhdbdb https://t.co/cnt…
1.00462200567994E+018;c3;RT @EllaDecember: “I cannot come and kill myself” is a saying to live by, honestly.
1.00462200669909E+018;c5;RT @VictorShikhman: Hi, I'm Moldovan-American. You don't know where Moldova is. No one does. I speak Russian, so people assume I'm Russian.…
1.00462200687944E+018;c6;RT @andymoz78: Brexit is dead, even the Brexiter admit so. So where are the mass protests, the civil unrest? Could it be that the threats w…
1.0046220088466E+018;c2;"RT @BigBoyler: To all the lovely folk starting their ‘Leaving Cert’ in Ireland today - Huge love &amp; luck. Worry not, this is just the end of…"
1.00462200895976E+018;c5;RT @marianaavilal: I genuinely don’t understand people who harass actors, artists, writers, etc. online because they made something they do…
1.0046220125374E+018;c3;"RT @breadnap: The storms
Broke her hope
The lightning
Burned her dreams
The darkness
Took over her joy
But she’s the rainbow
At the end of…"
1.00462201260035E+018;c6;RT @kiIIakaye: you can’t force a man to see what he’s missing out on.. at the end of the day, niggas are gonna be stuck in their ways regar…
1.00462201278065E+018;c1;RT @marianaavilal: I genuinely don’t understand people who harass actors, artists, writers, etc. online because they made something they do…
1.00462201400555E+018;c5;RT @JayyPhelps: If we tongue kiss we're having sex I don't care, I don't care..
1.00462202080872E+018;c6;"RT @LuxCat5: #thursdayvibes #goodmorning
Another #TwitterWorld #polls
I know some of us are outgoing and some just want to be alone...
I wo…"
1.00462202088003E+018;c3;Back at work and all I want to do is clock back out and go home. Looks like nothing has been done all night again 🤨
1.00462202996487E+018;c5;RT @RobotThomas: The beginning and the end were simple. It was all the shit in the middle that got complicated.
1.00462203034232E+018;c2;"RT @deguzmankarenn: -FLAT CHESTED
-WALA KANG DEDE WAG KANG MAGMAGANDA
-DI MO NA KAILANGAN MAGBRA, WALA KA NAMANG DEDE EH

tbh i'm just so t…"
1.00462203116852E+018;c1;"RT @deguzmankarenn: -FLAT CHESTED
-WALA KANG DEDE WAG KANG MAGMAGANDA
-DI MO NA KAILANGAN MAGBRA, WALA KA NAMANG DEDE EH

tbh i'm just so t…"
1.00462203106379E+018;c4;RT @ensushiastic: who keeps funding this just END IT and donate all that money to mental health organizations fjdnfndhdbdb https://t.co/cnt…
1.0046220347002E+018;c6;RT @naatcaat_: I graduate in 2 days n I'm lw depressed about it like now I gotta be an adult n shit wtf is this smh
1.00462204172995E+018;c0;"RT @astrosologic: Earth Signs: lmao everyone’s so fake, nobody ever asks me how I feel. No one even cares about me 

Someone: hey, are you…"
1.00462204547952E+018;c0;RT @QGotNoRings: Y'all would make women orgasm more if you actively asked them what they want, what's working, what's not and how you can d…
1.00462204625979E+018;c6;Remember them tough days where i thought i could end it all 🙏🏾
1.00462204662036E+018;c4;why do you think that no one cares about you? am i a nobody then?
1.00462204929644E+018;c0;"RT @DothTheDoth: As your goth therapist, I urge you to get lost in the woods. I don't care where you go, that's between you &amp; the woods."
1.00462205030733E+018;c2;"RT @houbieee: ""but i don't care, you can't control my shit, bullshit""

OHMYGOD I STILL LAUGHING SO HARD IEGHFJD https://t.co/PLpZmnlBwb"
1.00462205171229E+018;c6;RT @iamsrk: A hectic tiring day, has a sublime end with Messi adding to it. Have a goodnight all…
1.00462205332703E+018;c0;RT @ombretae: I generally don't think y'all care about BTS' happiness if you don't want to see them fall in love and date/marry someone. Th…
1.00462205552484E+018;c4;I'm #single and I really don't care.
1.00462205633017E+018;c6;RT @iamblackbear: someone asked me how often i want to die today
1.00462205758861E+018;c3;RT @NotBillWalton: To me, Kevin Durant is like Kim Kardashian. I don't care how successful you are right now, I will ALWAYS remember what y…
1.00462205841893E+018;c3;"RT @houbieee: ""but i don't care, you can't control my shit, bullshit""

OHMYGOD I STILL LAUGHING SO HARD IEGHFJD https://t.co/PLpZmnlBwb"
1.00462205945494E+018;c5;"Could you imagine if Judgment Day was just like an episode of Prank'd where God just strolls out at the end like, ""… https://t.co/qUU4VsKJs5"
1.00462206084336E+018;c2;RT @utdxtra: Pogba: “We’re all brothers in front of God. When you're religious, it's like we're all brothers. And at the end of the day, we…
1.00462206094811E+018;c2;🗣 https://t.co/sbpYkd6dHo
1.00462206382136E+018;c4;@TeriPolo1 @SherriSaum1 @MaiaMitchell @dglambert @haydenbyerly @noahcent @cierraramirez @TheDannyNucci Hi I was won… https://t.co/aS3Teh2F61
1.00462206927396E+018;c1;Must be really nice. https://t.co/0Dgdq3xVhN
1.00462207185324E+018;c2;RT @muftimenk: Make a commitment to start a new beginning when #Ramadan ends. Give up at least one bad habit in this blessed month. Do it s…
1.0046220722896E+018;c3;I just want to be able to sleep for 8 hours straight.
1.0046220768529E+018;c5;RT @_Assshleeey: All you gotta do is hold it down on yo end, and all you gone get from me is realness.
1.00462207738978E+018;c6;RT @atiqah98: I miss you, but I know you don't care.
1.00462207802742E+018;c2;"RT @kikakhj: FM -2
What? Ah, cake? I ate a cake. I had a BD party before I came. I ate a sweet poteto cake. I don't really care much about…"
1.00462207838388E+018;c5;"RT @austin_walker: there is a point while watching this video where you will say ""Okay, this is the end"" and it will be the halfway point.…"
1.00462207946187E+018;c3;RT @spierlewis: it's literally such a mistake... they don't promote the show as is. how can they expect to keep people's interest for a YEA…
1.00462207973434E+018;c6;@FLREB88 braver as in I cower in a corner rather than kill myself?
1.00462208285075E+018;c1;"RT @KanekiKen29: I don't care... ☕☕💀

DeviantArt is by Montenko ☕✌

#blackreaper #kaneki #Haise #tokyoghoulre #TokyoGhoulPics #TokyoGhoul #…"
1.00462208349248E+018;c5;RT @HUNTYCHAN: this is kind of like a metaphor for men. the water is trash, and when you put it into a taller container it looks better and…
1.00462208668853E+018;c6;"RT @sarahllfit: I can’t thank everyone enough for all of the love &amp; attention i’ve gotten lately. I never thought my discovery would end up…"
1.00462208714158E+018;c3;"RT @deguzmankarenn: -FLAT CHESTED
-WALA KANG DEDE WAG KANG MAGMAGANDA
-DI MO NA KAILANGAN MAGBRA, WALA KA NAMANG DEDE EH

tbh i'm just so t…"
1.00462208715837E+018;c5;"WAIT....  Does this mean I'm @BuzzFeed Famous now?  😂😂  This is SO FLIPPING COOL!  😚💋 
Read ALL the way to the end.… https://t.co/zChfXIReSU"
1.00462208850047E+018;c2;RT @muftimenk: Make a commitment to start a new beginning when #Ramadan ends. Give up at least one bad habit in this blessed month. Do it s…
1.00462209360511E+018;c4;RT @Kmoulfa: Please don't DM me I've seen it before and I don't care https://t.co/UoQZF91meu
1.00462209401194E+018;c1;@Kellogg181 I'm not praising hatred against anyone. Just don't bother me with your bs, atheists couldn't care less what you have to say.
1.00462209584049E+018;c2;"RT @deguzmankarenn: -FLAT CHESTED
-WALA KANG DEDE WAG KANG MAGMAGANDA
-DI MO NA KAILANGAN MAGBRA, WALA KA NAMANG DEDE EH

tbh i'm just so t…"
1.00462209680099E+018;c3;guys im gna kill myself rn LIKE RIGHT FKN NOW
1.00462211296596E+018;c5;RT @simonfromharlow: So... 72 hours after this photo was taken last year, I deleted Twitter, Facebook and WhatsApp, threw my phones into a…
1.00462211367888E+018;c6;RT @PandaFrinky: Sebenarnya, banyak kali jugak terasa hati. Tapi aku lebih suka diam daripada bagitahu. Sebab aku tahu at the end of the da…
1.00462211575507E+018;c2;RT @muftimenk: Make a commitment to start a new beginning when #Ramadan ends. Give up at least one bad habit in this blessed month. Do it s…
1.00462211853168E+018;c5;Nakakasakit na kayo. 😑 https://t.co/ezKiQ8XHrU
1.00462212182421E+018;c3;RT @ensushiastic: who keeps funding this just END IT and donate all that money to mental health organizations fjdnfndhdbdb https://t.co/cnt…
1.00462213453295E+018;c6;"RT @deguzmankarenn: -FLAT CHESTED
-WALA KANG DEDE WAG KANG MAGMAGANDA
-DI MO NA KAILANGAN MAGBRA, WALA KA NAMANG DEDE EH

tbh i'm just so t…"
1.00462213460846E+018;c2;if i somehow end up getting diabetes or anything like that im just gonna kill myself cause fuck that shit
1.0046221380437E+018;c4;RT @blackpanjo69: I'm not selfish enough to kill myself but also not hopeful enough to want to continue living...
1.00462213911333E+018;c1;@kevin_sanchez95 Yess! I have a goal lol and I want to reach it by the end of the year
1.00462214388205E+018;c0;RT @atiqah98: I miss you, but I know you don't care.
1.00462215222465E+018;c3;They don't. But they've been lying about it for years and now the options are to either admit that lie or double do… https://t.co/SWkYITZAci
1.00462215430502E+018;c5;"RT @atinukex: Honestly in Life, all that matters are the people you share it with. Friends &amp; Family should be cherished 💗 Nothing else mean…"
1.00462215425475E+018;c6;"RT sarahrhfit: I can’t thank everyone enough for all of the love &amp; attention i’ve gotten lately. I never thought my… https://t.co/FUhWBsqtue"
1.00462215437196E+018;c2;Waoooow HAHAHAHA https://t.co/isKRx8zyqz
1.00462215831466E+018;c5;@politico Why is someone wasting their time polling how favorable Giuliani is? No one cares, you people are pathetic!
1.00462215898588E+018;c3;"RT @DavidTylerPozz: What I learnt at last night's Crouch End Labour Party meeting
1) There's no antisemitism
2)  It's all a smear
3)  I'm w…"
1.00462216206448E+018;c6;I don't particularly care about the specifics but this is true of all athletes, thespians, schalebs etc. Shut. The.… https://t.co/A2Ye2EZy00
1.00462216435867E+018;c1;lol i’m so sick of feelin like no one cares abt me here like...this is why i left
1.00462216425799E+018;c5;@See_Em_Play Kill myself in the funniest, most embarrassing way possible
1.00462217211828E+018;c2;RT @Zukolate: Apart from the Williams sisters, I don't really care about anyone on the WTA tour. Well, except to see Maria Sharapova fail d…
1.00462217258384E+018;c4;RT @iamblackbear: someone asked me how often i want to die today
1.00462217436219E+018;c1;"RT @dontbrexitfixit: Business man on Sky News has written letters but gets no response re Brexit. 

He thinks they either don't understand…"
1.00462217759582E+018;c0;RT @theamazngspidey: Y'all will watch Spider-Man: Into the Spider-Verse. Y'all will support Miles Morales our afro latino king. I don't car…
1.00462217935349E+018;c3;to die https://t.co/4gatUlqWTR
1.0046221808382E+018;c5;RT @utdxtra: Pogba: “We’re all brothers in front of God. When you're religious, it's like we're all brothers. And at the end of the day, we…
1.00462218479349E+018;c6;RT @_Robbbyy: Kinda want to get drunk, kinda want to die
1.00462218694498E+018;c2;"RT @houbieee: ""but i don't care, you can't control my shit, bullshit""

OHMYGOD I STILL LAUGHING SO HARD IEGHFJD https://t.co/PLpZmnlBwb"
1.00462218803567E+018;c5;RT @caitlinmoran: This is an amazing thread, and I suspect there are people who will read it and find it changes their lives. https://t.co/…
1.00462219071146E+018;c3;RT @PandaFrinky: Sebenarnya, banyak kali jugak terasa hati. Tapi aku lebih suka diam daripada bagitahu. Sebab aku tahu at the end of the da…
1.00462219164682E+018;c6;@karina9tails Good, now just don't vomit by the end of the night and it should all be good.
1.0046221927459E+018;c1;RT @simonfromharlow: So... 72 hours after this photo was taken last year, I deleted Twitter, Facebook and WhatsApp, threw my phones into a…
1.004622195321E+018;c5;RT @muftimenk: Make a commitment to start a new beginning when #Ramadan ends. Give up at least one bad habit in this blessed month. Do it s…
1.00462219704066E+018;c6;RT @PandaFrinky: Sebenarnya, banyak kali jugak terasa hati. Tapi aku lebih suka diam daripada bagitahu. Sebab aku tahu at the end of the da…
1.00462219974606E+018;c3;RT @Sorrelish: @angrysigh The self care message is problematic because it’s focussed on ‘do what YOU feel you need to do’. When I’m down th…
1.00462220115115E+018;c2;ugh whatever. no one cares
1.00462220198575E+018;c4;😋 https://t.co/WdsH7S4OdS
1.00462220219134E+018;c1;"RT @deguzmankarenn: -FLAT CHESTED
-WALA KANG DEDE WAG KANG MAGMAGANDA
-DI MO NA KAILANGAN MAGBRA, WALA KA NAMANG DEDE EH

tbh i'm just so t…"
1.00462220355035E+018;c0;RT @KERMlTNOW: good morning im ugly and want to die https://t.co/0udtBnJnmQ
1.00462220477508E+018;c3;RT @matthaig1: Suicide is never inevitable. Read this thread. https://t.co/zMM8mHEsuL
1.00462220840298E+018;c5;RT @atiqah98: I miss you, but I know you don't care.
1.0046222086465E+018;c6;"RT @BLM_SouthAfrica: White South Africans travel to Apartheid Israel to get self defense training from the oppressors and colonialists!

It…"
1.00462221095738E+018;c2;At the end, it’s all becoming a Modern Educayshun.
1.00462221144811E+018;c5;RT @muftimenk: Make a commitment to start a new beginning when #Ramadan ends. Give up at least one bad habit in this blessed month. Do it s…
1.00462221268959E+018;c3;"RT @pinkot9: JYP: ""What theme shall we have for this summer CB?""

NY: ""Sexy &amp; Flirty""

JY: ""Beach Activity""

MM: ""Anything but eating water…"
1.00462221350745E+018;c6;"RT @pinkot9: JYP: ""What theme shall we have for this summer CB?""

NY: ""Sexy &amp; Flirty""

JY: ""Beach Activity""

MM: ""Anything but eating water…"
1.00462221624633E+018;c1;Okay ng walang dede basta alam namin na pag minahal kami hindi dede yung nagustuhan samin HAHAHAHHAHAHAAHA https://t.co/k2koAoRIfL
1.00462221717759E+018;c5;RT @GrandShitpost: I Don't Know How To Explain To You That You Should Care About Other People And Their Feelings Even If These Issues Seem…
1.00462221945933E+018;c6;RT @MellesBellesMcr: If you are suffering from depression, anxiety, or any form of mental or emotional distress, please read this. https://…
1.004622222475E+018;c3;GET IT DONE!  No matter what it takes, don't give up. In the end, we all win!  #Persistence #Commitment #Diligence #Excellence
1.00462222513838E+018;c5;RT @ensushiastic: who keeps funding this just END IT and donate all that money to mental health organizations fjdnfndhdbdb https://t.co/cnt…
1.00462223084688E+018;c2;RT @princexukun: no one cares but I finally managed to convince my parents to let me major/minor in music and I registered for my first cou…
1.0046222331368E+018;c1;RT @PUREEXOL2: @EXOVotingSquad @weareoneEXO I only made Twitter to vote for my kings  I really have no clue how it works but as long as I'm…
1.00462223391296E+018;c4;😂😂😂 https://t.co/V9YJlJapuf
1.00462223537259E+018;c6;I just want to sleep
1.00462224066565E+018;c0;@Sp0rtsTalkJo3 I just want it to end. Sick of watching this shitty ass team. Excited to see what new team he goes to
1.00462224267057E+018;c3;RT @GrandShitpost: I Don't Know How To Explain To You That You Should Care About Other People And Their Feelings Even If These Issues Seem…
1.00462224298088E+018;c1;"RT @houbieee: ""but i don't care, you can't control my shit, bullshit""

OHMYGOD I STILL LAUGHING SO HARD IEGHFJD https://t.co/PLpZmnlBwb"
1.0046222457409E+018;c4;RT @Morris5R: So basically, the PMs position is to remain, as we have always known, but with a backstop of remain. Ah! all clear. https://t…
1.00462224392895E+018;c0;I swear my brother is the only reason I remain to play football... after his death it made me want it more and real… https://t.co/OA1aNONRfS
1.00462225074035E+018;c2;"RT @Friendly_bini: #KYYOnVoot
This is not the end we r gonna take for us it's just a seasonal break 😌

We'll again comeback for a season to…"
1.00462225219594E+018;c6;RT @HUNTYCHAN: this is kind of like a metaphor for men. the water is trash, and when you put it into a taller container it looks better and…
1.00462225544212E+018;c0;"RT @deguzmankarenn: -FLAT CHESTED
-WALA KANG DEDE WAG KANG MAGMAGANDA
-DI MO NA KAILANGAN MAGBRA, WALA KA NAMANG DEDE EH

tbh i'm just so t…"
1.0046222576778E+018;c4;RT @EllaDecember: “I cannot come and kill myself” is a saying to live by, honestly.
1.00462225868866E+018;c6;RT @jasonomahony: Why don’t they get it? This is what the EU is for, to get best deal for its members regardless of cost to non members. ht…
1.00462226441377E+018;c3;RT @PandaFrinky: Sebenarnya, banyak kali jugak terasa hati. Tapi aku lebih suka diam daripada bagitahu. Sebab aku tahu at the end of the da…
1.00462226618396E+018;c3;RT @kristaljwilkins: @THR I’m curious why this series tackles rape and suicide like it’s a walk in the park but pumps the brakes at school…
1.00462226926674E+018;c5;"RT @houbieee: ""but i don't care, you can't control my shit, bullshit""

OHMYGOD I STILL LAUGHING SO HARD IEGHFJD https://t.co/PLpZmnlBwb"
1.00462224659218E+018;c1;RT @QGotNoRings: Y'all would make women orgasm more if you actively asked them what they want, what's working, what's not and how you can d…
1.00462227602378E+018;c2;I’m Single But I Got A Boyfriend 😝 https://t.co/95IGGYumNj
1.00462227663185E+018;c4;RT @Retributions: The Delhi based media which is the most compromised —-with honorable exceptions—faces very little threats from the govern…
1.00462227773489E+018;c1;Oo nga, respeto. Masarap kaya magkaroon ng kaibigang flat. Para may pader kang masasandalan kapag may problema ka. https://t.co/KMGR1WXG0d
1.00462227965168E+018;c0;RT @PandaFrinky: Sebenarnya, banyak kali jugak terasa hati. Tapi aku lebih suka diam daripada bagitahu. Sebab aku tahu at the end of the da…
1.00462228264219E+018;c3;allergies are fucking killing me i want to die
1.00462228451305E+018;c5;@regal_cornet @propetenshi come on! you want me to go out for laps now? it’s dark and no one else is training! I pr… https://t.co/JFsN76EMlU
1.00462228465126E+018;c6;RT @xty___: I don't care about an argument, I'll still be here tomorrow for you.
1.00462228629985E+018;c2;@IAsonye @NwaanyiOwerre I like you my friend....It’s all love from this end 🙏🙏
1.00462228679453E+018;c5;RT @PandaFrinky: Sebenarnya, banyak kali jugak terasa hati. Tapi aku lebih suka diam daripada bagitahu. Sebab aku tahu at the end of the da…
1.00462228900085E+018;c3;sometimes i just want to disappear and let the world miss me
1.00462229077517E+018;c6;RT @HUNTYCHAN: this is kind of like a metaphor for men. the water is trash, and when you put it into a taller container it looks better and…
1.00462229218846E+018;c1;RT @kiIIakaye: you can’t force a man to see what he’s missing out on.. at the end of the day, niggas are gonna be stuck in their ways regar…
1.00462229547691E+018;c5;RT @ForBae0: عادي جدا انتظرك بالساعات واذا جيت اسوي اني I don't care بس انا I care مره.
1.00462229677703E+018;c6;I’m so sleepy. I want to go home
1.0046222971589E+018;c3;"RT @DavidTylerPozz: What I learnt at last night's Crouch End Labour Party meeting
1) There's no antisemitism
2)  It's all a smear
3)  I'm w…"
1.00462230537955E+018;c5;That’s boring as fuck bitch go watch a vlive https://t.co/qUdpm9bXCQ
1.00462230708259E+018;c2;@ndanger1234 @jhager79 @JulieSLalonde nah, I just don't have any need to interact with garbage people on here, so I… https://t.co/ZGuFECN50e
1.00462231037915E+018;c0;When I die I want to come to a place exactly… unlike this. #bot
1.00462231140259E+018;C6;RT @atiqah98: I miss you, but I know you don't care.
1.0046223124973E+018;c2;RT @kiIIakaye: you can’t force a man to see what he’s missing out on.. at the end of the day, niggas are gonna be stuck in their ways regar…
1.00462231241341E+018;c4;Daisy has decided now is the prime time to do parkour and I really just want to sleep
1.00462231688045E+018;c1;Read this. Things get better. https://t.co/Zkm5NlTBY7
1.0046223175011E+018;c0;"Ddffhg I just remembered I have to go out for dinner tonight 
I'm tired(TM) and want to lazy surf"
1.00462232013936E+018;c3;RT @NotBillWalton: To me, Kevin Durant is like Kim Kardashian. I don't care how successful you are right now, I will ALWAYS remember what y…
1.00462232067204E+018;c5;RT @NotBillWalton: To me, Kevin Durant is like Kim Kardashian. I don't care how successful you are right now, I will ALWAYS remember what y…
1.00462232173746E+018;c6;"an expression that i will never be able to take seriously is ""giving bedroom eyes"" i just imagine someone who is sl… https://t.co/iy0dcGY4YV"
1.00462232465236E+018;c2;RT @kiIIakaye: you can’t force a man to see what he’s missing out on.. at the end of the day, niggas are gonna be stuck in their ways regar…
1.00462232658194E+018;c5;i just want a full 8 hours of sleep... is that so hard to ask for??
1.00462232781503E+018;c3;RT @simonfromharlow: So... 72 hours after this photo was taken last year, I deleted Twitter, Facebook and WhatsApp, threw my phones into a…
1.00462232995813E+018;c6;"Nowadays ""cool"" means ""i really don't care"" ""sick"" means ""awesome"" and ""i love you"" doesn't mean anything. #TeamFollowBack"
1.00462233310825E+018;c1;Dear #Snapchat, I don't care what I look like as a puppy. Just give me a filter that makes me look like I showered.… https://t.co/9yl2qXwM5g
1.00462233586375E+018;c5;RT @kiIIakaye: you can’t force a man to see what he’s missing out on.. at the end of the day, niggas are gonna be stuck in their ways regar…
1.00462234033924E+018;c1;RT @NotBillWalton: To me, Kevin Durant is like Kim Kardashian. I don't care how successful you are right now, I will ALWAYS remember what y…
1.00462234859778E+018;c3;Tell me something cute because I'm depressed rn :( https://t.co/G6Wn79Bnu4
1.00462235136167E+018;c0;"RT @deguzmankarenn: -FLAT CHESTED
-WALA KANG DEDE WAG KANG MAGMAGANDA
-DI MO NA KAILANGAN MAGBRA, WALA KA NAMANG DEDE EH

tbh i'm just so t…"
1.00462235193219E+018;c6;"RT @santiagos58: Hey D*ckhead!
STFU no one who matters cares what you say 
Go away!

TRUMP 2020
America First 🇺🇸 Mother F*cker👊🇺🇸 https://t…"
1.00462235741421E+018;c2;RT @iamblackbear: someone asked me how often i want to die today
1.00462235743521E+018;c4;RT @GuitarMoog: Leavers (who won, remember) in the Cabinet appear to be having hissy fits that UKGov is going to make a proposal they don't…
1.00462235960781E+018;c5;"yes, gender roles are a social construct, &amp; i don't agree w many of them, but my mother raised me, that as a man, i… https://t.co/im6Kw3SJlJ"
1.00462236570618E+018;c1;"RT @deguzmankarenn: -FLAT CHESTED
-WALA KANG DEDE WAG KANG MAGMAGANDA
-DI MO NA KAILANGAN MAGBRA, WALA KA NAMANG DEDE EH

tbh i'm just so t…"
1.0046223665243E+018;c4;I just want to go to sleep earlier than 3am ughhh
1.00462236774892E+018;c2;RT @marianaavilal: I genuinely don’t understand people who harass actors, artists, writers, etc. online because they made something they do…
1.00462236839471E+018;c5;"RT @deguzmankarenn: -FLAT CHESTED
-WALA KANG DEDE WAG KANG MAGMAGANDA
-DI MO NA KAILANGAN MAGBRA, WALA KA NAMANG DEDE EH

tbh i'm just so t…"
1.0046223737888E+018;c0;I don't care what you have to say but the suit Harry wore in Dallas was everything
1.00462237404446E+018;c4;RT @iamblackbear: someone asked me how often i want to die today
1.0046223744934E+018;c5;Sometimes I think I tweet too much and then again I don't really care
1.00462237979508E+018;c2;RT @kiIIakaye: you can’t force a man to see what he’s missing out on.. at the end of the day, niggas are gonna be stuck in their ways regar…
1.00462237984954E+018;c4;@romeodude111 @Drewbie1985 I follow my favorite model's i don't care what studio they work for its the model's im here to support and see
1.00462238012224E+018;c1;RT @C12H22O11_Tits: I just want to be done with you
1.00462238061696E+018;c0;@raspipop I don't care I'm just like https://t.co/U6n8sicGtU
1.00462238191295E+018;c3;"RT @deguzmankarenn: -FLAT CHESTED
-WALA KANG DEDE WAG KANG MAGMAGANDA
-DI MO NA KAILANGAN MAGBRA, WALA KA NAMANG DEDE EH

tbh i'm just so t…"
1.0046223835194E+018;c5;RT @PandaFrinky: Sebenarnya, banyak kali jugak terasa hati. Tapi aku lebih suka diam daripada bagitahu. Sebab aku tahu at the end of the da…
1.00462239104832E+018;c6;RT @ensushiastic: who keeps funding this just END IT and donate all that money to mental health organizations fjdnfndhdbdb https://t.co/cnt…
1.00462239239475E+018;c2;RT @NoChillMzansi: I should have uploaded this video a month ago cause now so many peeps have uploaded it but anyway I don't care tbh😂😂😂 ht…
1.00462239283933E+018;c0;"@GayGarbageCan Weight lifting would burn them.
I used to do weightlifting. I was never as thin as you, but it helpe… https://t.co/Kxnltld1ze"
1.00462239615697E+018;c3;"I can’t thank everyone enough for all of the love &amp; attention i’ve gotten lately. I never thought my discovery woul… https://t.co/MRpZsrvJ5Y"
1.00462239700424E+018;c6;@goldfishjiminie @scopicbts Truthfully I don't care about them I stan BTS 💜💜
