Id,Category,Tweet
6.37085524683977E+017,c5,Siri knows all about #Apple's iOS event on the 9th. #GiveUsAHint http://t.co/sHmTw46ELR
6.37103428494189E+017,c6,"Who's ready for 0.12.1 Build 12 Tomorrow, Might be the last build till it come to iOS !"
6.37176985479971E+017,c2,"@facebook As I've been on FB for many years, I have a few hundred photo albums, but only the 1st 200 appear in the IOS app. Is that right?"
6.37244817974657E+017,c0,@Yurt try beat mp3 it may be on android i have it on ios and its fairly decent
6.3726861326372E+017,c3,@androidcentral Even though there are other differences in the IOS features this still may make people lean a little more towards Apple.
6.37333676099932E+017,c6,Huawei Watch Pre-Order Suggests Android Wear Coming To iOS: IPhone owners who want to use Android Wear may soo... http://t.co/JQhdN5tCUV
6.37423522130825E+017,c1,SpeedeNews: Rumor: Android Wear will soon work with iOS - Android Wear may be very close to working with iOS. That... http://t.co/pq0g0Z3eOy
6.37515323059646E+017,c5,"Over here in NW near 11th &amp; Rhode Island, if you need a Lyft let me know !  Download the LYFT app for IOS or Android !"
6.37559397707874E+017,c6,@NarisDRIFT @T_Dogg_94ebooks I wish that CustomFolderIcons worked on iOS 5.1.1 and it was received on December 11th.
6.37567051490456E+017,c3,So today i checked my old iPod 4th gen which is on iOS 6.1.6 and it can't be upgraded further and i randomly open twitter
6.37581604253225E+017,c5,"@_tomcc @bartwerf please stop walking and work !! You have more than one month of late --"" The update was annonced the 29 of july, IOS wait!"
6.37615314897928E+017,c2,"@notch  Hi i have heard that they said MCPE update 0,12,0/0,12,1 will come today 29 august to ios but i cant see that there is the update:)"
6.37878764207215E+017,c2,@Terraria_Logic do you have any news of an update in October for ios and android users
6.3797694812416E+017,c4,"@alexdong a follow-on guess might be that if you are female, with an iOS device, visiting the site, you may have more disposable income?"
6.38206033639293E+017,c0,@tim_cook loving my new iPhone 6 from T-Mobile I'm in love with iOS! Can't wait for the Sept 9th event
6.38380514252993E+017,c0,@M3RKMORK @MKBHD all Android wear is comparable with iOS now I believe. I may be wrong though
6.3840704251272E+017,c3,Google Expands Android Wear Smartwatch Platform to iOS -  Google on Monday rolled out Android Wear smartwatch harmony with ...
6.3842739869483E+017,c5,"@DeltaAssist yes, I asked an attendant to print out a paper pass. But this was not the 1st time delta IOS app lost my login info. Annoying."
6.38429626419671E+017,c6,The two companies announced a partnership Monday aimed at making iOS devices and apps more compatible with... http://t.co/VeEFWrIUA9 #FF
6.38458599803503E+017,c2,@rwang0 zeroes in on the latest in a short video. Making iPhone &amp; iOS great for enterprises. 1st @IBM &amp; now @Cisco. https://t.co/pheh3U4uxE
6.38459896296538E+017,c5,To all Nintendo fans out there; I may sound crazy when I say this but Kirby and the rainbow curse and/or Kirby canvas curse should be on iOS
6.38551243653165E+017,c3,"Apple hasn't ever focused on gaming, but has enjoyed incredible success with iOS gaming. Apple TV may focus on games: http://t.co/Qn3wgy1KU7"
6.38589551997514E+017,c6,@TimRaphael215 may want to pick your brains - looking to get into iOS dev myself.
6.38614098482065E+017,c1,The Orks are here to tell you that we're gunning for a Sept 30th release of Herald of Oblivion on iOS and Android! http://t.co/ZwGO1iDqo0
6.38703996379746E+017,c5,"@deba1602 3rd party app on iOS, Does it add a keyboard or you have to type -&gt; copy -&gt; paste ? @debabrata2008"
6.38776033215447E+017,c6,M/T Webroot: Have a jailbroken iOS device? You may want to reconsider. http://t.co/2QFA6jFLNf
6.38828126097682E+017,c3,"@icj_ i have the Ipod Touch 5th and i have the IOS 8.4.1,ofc i cant downgrade because 8.4 is not being signded,so now what i supposed to do?"
6.38857391686185E+017,c5,"@arekdreyer Making my way through your Managing iOS and Macs 2nd Ed. book. Great read, really well done! Thanks for doing this; keep it up."
6.38886628602155E+017,c2,"Google's Android Wear for iOS confirmed incompatible with Apple's HealthKit: In announcing Android Wear for iOS on Monday, Google not..."
6.38927700648964E+017,c1,@LeeQVC Hi Lee my iPhone is currently operating on IOS 6do I have to put IOS7 1st or can upload IOS8 if so how do I go about it ?
6.38945625548173E+017,c4,wed night 7pm pacific join the The BLAST! live right here on FB as we have the founder's of the IOS app Kander on... http://t.co/XgeUKCqd6f
6.39001381655982E+017,c6,codigames:Do you like ARPGs?Dungeon Legends arrive to iOS on September 3rd http://t.co/17VP9iXAxj #gamedev #iphone http://t.co/vGQF11yE2H
6.39016946541851E+017,c0,Jailbreaking iOS Devices May Not Be The Best Idea: Security vulnerabilities in the iOS can rarely be... http://t.co/yAATcrXOrU #security
6.39071474754712E+017,c0,"Come and have the FIRST EVER GO on Lumino City on iOS @SomersetHouse @nowplaythese + real models, Friday til Sunday! http://t.co/GXdkU8COnj"
6.39085295351132E+017,c6,Rumor has it that a certain app is available on iOS and it's FREE.  Android coming Friday. http://t.co/JXNaqgUWaz
6.39115503492039E+017,c4,@steveballin So far we've announced iOS and Android versions and we focus on them. This may change in the future though.
6.39117172204139E+017,c0,"@MyersNFL May favorite one EVER on iOS is Harbaugh, it autocorrects to Garbage"
6.39217575298249E+017,c2,@MKBHD do u know if the moto360 2nd gen will work with iOS devices??
6.39289589396542E+017,c6,Not Available
6.39456517008327E+017,c0,My best guess is we should see MCPE0.12.0 submitted to IOS and Google by the end of week or into Monday if the devs have cleaned up the bugs
6.39485295218586E+017,c4,The next Pixel Dungeon update for Steam and iOS with a lot of new features and improvements will be released on September 4th.
6.39542718117491E+017,c6,Thursday Night on KXLU! Get the @KXLU889 app for IOS or Android at http://t.co/hDxy5DKgp7 and LISTEN! http://t.co/bjODczV0MF
6.39586654492205E+017,c3,Not Available
6.39731200492483E+017,c3,Been using Vodafone's smart ultra 6 since Tuesday. Can't get the hang of it and finding a few faults with android. Back to IOS I think...
6.39806019665793E+017,c5,"Meet your new (old) favorite endless runner for iOS, Race the Sun - Macworld http://t.co/or8gZl9CsG"
6.39825263187128E+017,c2,"Are you ready for our new 2048 app launch tomorrow? Build binaries for IOS, Android, Windows Phones and Tablets.... http://t.co/pmCGUUu6cL"
6.39886266843165E+017,c2,@flyshorts BTW I &amp; others have run into a fair number of cataloguing issues with the Apple Music update in iOS 8.4. This may be a symptom.
6.39899879955935E+017,c4,This hopefully means that MCPE will come out for IOS around the 8th of September along with all other versions!
6.40017715894207E+017,c1,What you should look for from Apple's September 9 event: A new version of iOS will likely arrive with those sh... http://t.co/TcdFrMhODo
6.40163020539204E+017,c2,Want to speed up your sharing? Automate a few things from your iOS device? Workflow may be the solution. http://t.co/cVkMkRCeDq
6.40184988172964E+017,c3,@RobloxLeaksFTW thank you now I may actually have a chance on ios now
6.40305299270799E+017,c5,articlesection classpagepAndroid Wear may be very close to working with iOS
6.40324452731875E+017,c6,Not Available
6.4032996782644E+017,c2,Not Available
6.40350165879145E+017,c5,@_tomcc Hey Tommaso when is the release date for 0.12 on iOS? If the answer is around the 8th thats where my school starts!
6.40506480488153E+017,c3,Not Available
6.40515279873831E+017,c6,1 DAY.#CrowdViz releases on Labor Day September 7th! An IOS app that unites blind people with sighted assistants. http://t.co/fNXqXa685P
6.40604280706077E+017,c1,WHO CANT WAIT FOR MINECRAFT 0.12 ON IOS BUT NOW U DONT HAVE TO WAIT CAUSE IT WILL BE SUBMITTED AT 8th september 1 day left
6.40640481714639E+017,c5,It's quite funny to see iOS developers taking advantage of the new Ugmonk 6th Anniversary set!
6.40719733940191E+017,c6,Not Available
6.40862561236185E+017,c3,"@KymLang links are working fine on my IOS device. Some times on the first click I get a ""open in safari ?"" Cancel it &amp; do a 2nd click. Works"
6.40985843851768E+017,c5,"@darngeek all device build 14 tomorrow or official (WP,android,IOS) ? Hehe :P yay happy day for you ..."
6.41021806061621E+017,c2,@_tomcc so the 12.0 for IOS will be out tomorrow correct??
6.41105483122799E+017,c4,Tech: Android&gt;Star Wars: Uprising launches September 10 on iOS and Android - GB: Star Wars canon is about t..http://t.co/oiTvPxGfby #mobile
6.41288798790419E+017,c1,@_tomcc hi I was wondering do u mean you'll try to release MCPE 0.12.1 to iOS tomorrow??? Ps your awesome
6.41393171008721E+017,c2,Not Available
6.41433564836291E+017,c3,Check out my ride in #CSRRacing for iOS! Try it for FREE! http://t.co/BvKgJ02yP8 now car http://t.co/PLHShHhLA0
6.41438788472992E+017,c5,Apple releases what the next iPhones and IOS will be like tomorrow
6.41441832291934E+017,c6,You can download 0.12.0 for iOS and the show or server won't work until tomorrow be happy and SMILE MORE =)
6.41482982688076E+017,c2,"Those of you with iOS devices, ask Siri to ""give you a hint"" about tomorrow's Apple keynote. http://t.co/pfQkdUDchQ"
6.41485888673812E+017,c5,I don't operate any iOS devices anymore but I'll still tune into the big show tomorrow. Still fun to watch the event and see what's what.
6.4148856043726E+017,c3,@pedstrom Not sure what you mean. Continuity doesn't require a separate 3rd device (Watch) for two (other) iOS devices to pair and share.
6.414949980102E+017,c6,ok inbox on iOS has a pretty animation for the sun but thew android version doesnt :(
6.41542106306101E+017,c2,@AGPlaya the only time i would say i really enjoyed IOS was fifa 14 before i got my console in may soon as i got that i stopped playing it
6.41632558996812E+017,c4,"Wanna watch the iPhone announcement... LIVE? With any iOS device (Safari Browser)... watch here, starting 10 AM PST: http://t.co/ty3GDrguxn"
6.41642814632124E+017,c1,"ATTN: Beginning Oct 1st, Munzee 3.0 will be the only app available for iOS and Android. Also, 3.0.1 is in review and includes bug fixes."
6.41653401877619E+017,c0,Did you know that we are launching @eccgames's Tower Dwellers Gold on Android tomorrow in tandem with iOS?  https://t.co/PIBCmp1bzd
6.41655091468964E+017,c3,http://t.co/DeGqRngcwk: iOS Developer  TH-Bangkok: Market Rate:  http://t.co/DeGqRngcwk: My client is the larges... http://t.co/kYSJ5sThUE
6.41670426284945E+017,c5,"Like legit though, if it was running OS X, it would be a sick product. But since it's running IOS you may as well get a retina 13"""
6.41323950056841E+017,c6,Join the MOVable Challenge! Get your MOVband at Spirit Fest tomorrow or Thursday and move one step closer to an iPad! http://t.co/QEv1anI83s
6.41328263823E+017,c2,"tomorrow is another big day in the tech world! I'm guessing a new upgraded  iPhone, iPad, and possibly new OS! http://t.co/ro5a6NIgAa"
6.41328586276925E+017,c5,Lost my iPad for the 2nd time today
6.41333614945378E+017,c3,Not Available
6.41336034672923E+017,c6,Woods Club! @CHSWoodsClub Come to room 175 after school next tuesday to make iPad Stands! http://t.co/U0aqa81PWW
6.41341629689786E+017,c1,A survey question ahead of tomorrow's announcements: What's the right price for an 12.9-inch iPad w stylus and keyboard cover??
6.41342629074985E+017,c5,"Really excited about Apple Announcing iPad Pro tomorrow. Ah, the rumor I've been wanting to be true for years. It... http://t.co/BNFovY0ZBZ"
6.41345456740504E+017,c2,So excited to see what #Apple announces! My wish - a huge iPad that I can draw on with a stylus http://t.co/FeTK7rajmb @WIRED #tech
6.41349256020816E+017,c4,Apple might want to give devs a little info on iPad Pro before dropping it and iOS 9.1 on the market in November. ht: @apollozac
6.41351041884164E+017,c1,Sat next to a woman on the plane today who flipped through photos of her cat on her iPad the whole time. #spiritanimal
6.41351360965833E+017,c0,Tomorrow the day Apple reveals a new iPhone &amp; iPad #SoAnxious I want both items ASAP!
6.41352166305694E+017,c3,"Prediction for tomorrow: iPhone 6c, 6s and 6s+; a 12"" iPad and a new Apple TV with touchscreen controller. #applegenius #stillnojobthough"
6.41357966315139E+017,c5,"Rumor is that Apple's big announcement tomorrow is a giant iPad. Please, God -- please let them call it the MaxiPad! #AppleEvent #Apple"
6.41366721287205E+017,c6,"Tomorrow: Capturing Covent Garden with iPhone and iPad 9 September, 10:30am, Apple Store, Covent Garden. #Free http://t.co/HLqZo2ff8G"
6.41376359034569E+017,c2,"I'm at my follow limit. Rude. I will go on my iPad tomorrow and unfollow all the little bitches who ain't following back. K, bye."
6.41378641339941E+017,c5,Wouldn't be surprised if the new iPhone unveiled tomorrow is actually an iPad mini
6.41383082923196E+017,c3,@coorz00 thanks tea sounds good but gotta update the iPad 1st
6.41384489860526E+017,c6,Not Available
6.41392431653454E+017,c1,I hope they announce something different and exciting for the iPad tomorrow. It's just about time for me to get a new one #AppleEvent
6.41393122216423E+017,c5,"Reading @daringfireball's prelude to tomorrow's Apple event, can't help but think @gruber is the new WSJ, Bloomberg, or NYT re: iPad news."
6.41402358564549E+017,c6,Traded in the new computer to get an iPad. Uncle tells me new iPad will be announced tomorrow so prices should drop. http://t.co/3Xgg14mX62
6.41403638267535E+017,c3,"Apple's Keynote is happening tomorrow at 3am!With the expected announcement of the iPhone 6S, new Apple TV and iPad who is waking up for it?"
6.41404618094723E+017,c2,Not Available
6.41406276879188E+017,c4,The only thing I'm looking forward to tomorrow is the new iPhone and iPad Pro
6.41408450463818E+017,c1,what she gonna buy with $200? 1/4th of an ipad  https://t.co/SL79vF03CE
6.41411462121058E+017,c0,I hope I get my iPad tomorrow so I can stream the Apple Keynote Address in school
6.41413378976518E+017,c3,Not Available
6.41414401426223E+017,c5,"Does it really have iPad pro &amp; stylus, tomorrow will have answer!!!"
6.41416176304681E+017,c6,@Dennisd1971 if you are using an iPhone or iPad you may not be able to view it their youtube app.  Try on your computer.
6.41417400110354E+017,c2,"Tomorrow, #Apple better introduce an iPad large enough for me to stand on, with an app that'll transport me wherever I want to go. If not..."
6.4141867301462E+017,c5,"But with a new iPad coming out, I may be able to snag an older iPad at a decent price."
6.41419174363931E+017,c3,First day of school tomorrow which means it's also the first day of the season for RBI baseball on my iPad
6.41423309318582E+017,c6,"are yall really mad that he's paying $200 to fix a broken iPad, don't yall have bigger problems to deal with  https://t.co/bDigQfbZOd"
6.41424370942939E+017,c1,And Apple goes gesture controlled gaming with Apple TV. Will the phone and iPad upgrades impress?  https://t.co/nAwH8kht9B
6.41424651495698E+017,c5,"#Apple to unveil iPhone 6s, iPad today. For the first time they are releasing on Wednesday. All their earlier releases were on a Tuesday."
6.41425847791043E+017,c6,When you have 3 1/2 tests tomorrow and a lab to do but your iPad is dead so you can't do shit :):):):):):)
6.41430507683607E+017,c3,Highly doubt that iPad will be covered during the #AppleEvent tomorrow. https://t.co/qndgNTztqa
6.41432777615933E+017,c5,"So tomorrow is the big Apple event. What do you think we'll see, iPad Pro? An iPad Stylus? Curious to see what they bring."
6.41435029617443E+017,c2,Not Available
6.41436035013038E+017,c1,"Checks 2.0 will not be submitted tomorrow, but I'll end up taking the extra time for a watch app, NC widget, iPad optimization, etc."
6.4143651339008E+017,c4,@LOHANTHONY my moms taking my iPad away tomorrow but it's worth it because I'm tweeting the KWEENT #ANTHONYCHAT
6.41436882128249E+017,c6,"Which is more interesting unveil tomorrow? $AAPL 6s, Ipad, TV or $TM new Prius? I'm going with Prius."
6.41442231409242E+017,c0,"To prepare for the #AppleEvent tomorrow I am reminiscing over legacy apple hardware including iPod 2nd Gen, iPhone 4, iPad 2. Get Pumped!"
6.41444286341366E+017,c3,"Sundays vlog is processing, Monday's is exporting... You know for having to do it all on a iPad is say I'm doing pretty good."
6.41445586445537E+017,c1,@film_girl I'd buy the next iPad if they had Fassbender give the keynote tomorrow.
6.41447893677818E+017,c4,I believe the new Twitter update comes in time before tomorrow event. Might be seeing deeper integration with iPad Pro? SplitScreen!? #iOS
6.41447913525277E+017,c0,"Tomorrow, Apple Inc. will introduce the 6S, a new Apple TV and the iPad Pro."
6.41451096427266E+017,c2,Accidentally left iPad sitting in the sun too long. Had to stash her in the freezer to cool down #whoops #straya
6.4145721275428E+017,c6,Not Available
6.41460027002356E+017,c0,"@Qantas hi, i've trying to contact quantas bu phone with no success since last thursday...i left an ipad in a plane, could you help me?"
6.4147932821615E+017,c4,My dad just dramatically got upset at me for no reason but I was getting an iPad tomorrow so now what
6.41480750265602E+017,c6,@pierce hahah. Excited for your live blog tomorrow. I know the rumors are strong but I remain dubious about the iPad pro being announced
6.41483234996437E+017,c3,@Celeste_pewter I can't tell if it is working on my blog I will have to check tomorrow on the computer. I was using my iPad.
6.41493880555348E+017,c3,Why spec Noritz? We want to know! Submit a vid before Oct 31 explaining why &amp; you could win an iPad! http://t.co/QNPOTCjrK1 #NoritzPro
6.41501437675987E+017,c5,I still doubt Apple will announce new iPad at tomorrow's event. Apple might dedicate most of the keynote on new Apple TV.
6.41501884243689E+017,c1,"@KimCummms I see. I hope it will survive. If not, you only have new when things break. Apple may announce a big size iPad tomorrow"
6.41510515974365E+017,c2,"ok so i want to cry like, my expected delivery date for my ipad is thursday which is AFTER i leave like this is the absolute worst"
6.41511906897883E+017,c4,Uniting until yours postexistence bandeau it may be take effect actuary out the ipad onwards from desktop verge...
6.41515406319071E+017,c1,"#Apple is expected to unveil 2 iPhones, an Apple TV &amp; a larger iPad. Watch the live stream tonight at 7pm here http://t.co/QwoJ0yway0 #tech"
6.41524008987566E+017,c0,"Should you upgrade from #Adobe #CS6 Suite? CS6 came out before the 1st iPad mini was released, in the same month Facebook bought Instagram!"
6.41526339636457E+017,c3,"@daringfireball if Apple wants to sell me an iPad, they'd better announce it tomorrow"
6.41528223457747E+017,c5,"#Apple to show the #iPhone6S, updates to the iPad, Apple TV and other products today http://t.co/2fSV8hScJa"
6.41539550104281E+017,c6,1st u knew dat there wud b a lot of ppl chasing after harry so y'd u bring ur ipad w/ u U couldve just used ur phone https://t.co/5MSumtur1K
6.41539752177586E+017,c2,And 2nd it wasnt harrys fault that he had ran over your ipad so whyd you ask him to pay for the crack like wtf https://t.co/5MSumtM2qk
6.4156003094526E+017,c5,Literally anxious abt the iPad pro announcement today. You gonna disappoint again Apple or is it srsly the 2nd last product I'll need from u
6.41560327159726E+017,c3,If your pupils can use an iPad better than you can then this course may well be ideal for you - http://t.co/8innWbrMqY
6.41562858245919E+017,c6,Not Available
6.41565807810617E+017,c1,1st he smashed someone's phone now ran over an iPad he hates you all https://t.co/Vxn34DDrk6
6.41574514619515E+017,c5,"Also, the iPhone 6S, 6S Plus and the new iPad will be coming out tomorrow morning! Will be checking out the highlights."
6.41579580176732E+017,c6,@darebeark @alyaeldeeb12345 my memory  doesnt have more space. So i cant download it :( but i'll try to download it tomorrow from iPad
6.41584057386705E+017,c3,@garrettc Do you think it knows that in a couple of hours it may be one step closer to obsolescence (and outpaced by a giant iPad at that)
6.41584758204576E+017,c5,Not Available
6.41585407252124E+017,c2,Not Available
6.41592893841482E+017,c0,Pausing on this day of my 31st year to yell at my ipad because pandora refuses to play the Carpenters' Superstar.
6.415959610689E+017,C6,Giant iPad anyone? Don't forget to check out the Apple Event at 1pm EST. #apple #charlotte http://t.co/uOVQhibSJ2 http://t.co/GVhKOJPUIJ
6.41597241141129E+017,c2,Just $6.99 for the Hebrew Crash Course by Friday. Get Survival Phrases for the iPad or Mac: https://t.co/O4YGQFgtaa http://t.co/NczpkYotRo
6.41602592401822E+017,c4,"iPad Pro, Apple TV expected to take center stage Wednesday: It's that time of the year. For five years, Apple ... http://t.co/eHpn3KzylM"
6.41603220977132E+017,c1,Top 5 Gambling Apps for the iPad http://t.co/2JbwPxRzY8
6.4160472204304E+017,c0,Can't wait to see the iPad Plus .... #Apple #AppleEvent #TimCook  https://t.co/qiR5JjDdjp
6.41608296160449E+017,c3,The Accounting Career Fair is this Friday! Be sure to engage with us by using #kubusfair--you might win an iPad mini!
6.41610320293696E+017,c5,"New iPhones, iPad Pro, and Apple TV on the way today at 10 A.M. (PDT)! #AppleEvent http://t.co/WLFT7hrxH8"
6.41618110835888E+017,c6,"I wanna go find the iPad so I can watch videos and train muh pokeymanz, rip iPod D:  tomorrow marks two weeks"
6.41618508028248E+017,c2,Is that I am very excited to share on Instagram brings their app to iPad and redesigns the iWatch in November.
6.41621458293277E+017,c5,wait...I may reconsider my decision to get surface pro 4 if ipad pro comes with a stylus with pressure sensitivity
6.41625805508842E+017,c3,#castleberryisd 5th grade iPad Deployment going well! Students are excited! http://t.co/hcPY5IR8ZM
6.41629037337559E+017,c6,@mmmhotbreakfast @mickmolloy I can't stop hope the iPad goes flat I gotta work tomorrow. GO TIGES GO TIGES GO TIGES GO TIGES GO TIGES..
6.41630235050406E+017,c1,Happy Apple Fanboy Day! May the iPad be with you.
6.41633293729944E+017,c5,It was fun to see the excitement on the 6th graders' faces. And some of them seem to be iPad pros already! https://t.co/YnZtTTyg4W
6.41634655310086E+017,c1,1st gen iPad mini still going strong. Love that little guy.
6.41635160526594E+017,c3,"Looking forward to the #AppleEvent today. It will make for interesting 4th Quarter results w/ an upgrade to the iPhone, iPad, and Apple TV"
6.41638054655083E+017,c0,Does he mean a tv or a giant iPad?  https://t.co/oITONF1nPq
6.4163818577304E+017,c6,Did he just spoil the iPad Pro?  https://t.co/4wQWl5RhA5
6.4163930407533E+017,c2,Here comes the new Apple TV! And the iPad Pro. https://t.co/mItEONUDl4
6.41642101936013E+017,c4,"@HARD8TIMES @BrokenGamezHD @BLACKB0ND @iamironwolf whys he flossin an iPhone 3G, original iPad an 5th gen MacBook like he got money lmao"
6.4164633513379E+017,c5,@MarkVonVegas It's the best. I can't wait to christen my new patio on September 26 with some coffee and RedZone on ipad.
6.41649546557305E+017,c1,Who is ready for the iPad Pro? Today may be the day...
6.41651311746744E+017,c4,Did you know you can split the keyboard on your iPad? I didn't. Here are some Ninja tricks for the iPad you may... http://t.co/RpzAoPo5vR
6.41655372260975E+017,c2,Not Available
6.41656919627821E+017,c5,"iPhone, iPad, or iPod touch, Mac with Safari, PC with Microsoft Edge on Windows 10 http://t.co/KbT0XSs0WC #AppleEvent"
6.41494197862801E+017,c0,Not Available
6.4149562370807E+017,c4,Not Available
6.41496057969377E+017,c5,Not Available
6.41496447460987E+017,c2,"iPhone event recap video tonight, then Transloader for Mac app review on Saturday. Cool content coming up! :)"
6.41497055098114E+017,c4,"Golf with the dudes, no work, pool day, and the new iPhone announcement.. Tomorrow shall be a good day."
6.41497345381675E+017,c1,When will the iPhone 6 price drop? Immediately after the sep 9th announcement or not? and how much will it drop?
6.41497711284519E+017,c0,"11 hours until Apple announces the iPhone 6S, here's what to expect: http://t.co/K1hTCDm6fI"
6.4149969036263E+017,c3,New iPhone announcement tonight. If I don't get one ordered tomorrow with @ThreeUK for my upgrade there will probably be tears.
6.41501633952674E+017,c5,Not Available
6.41501728064467E+017,c6,Who is as excited as I am about @APPLEOFFIClAL announcement tomorrow?  I haven't had a new iPhone since the 4S - I'm ready! #blogchat
6.41502415192068E+017,c2,The new iPhone is announced tomorrow. I already want it
6.4150480048862E+017,c0,"If you bought an iPhone today, you lost. New ones get introduced tomorrow.                             Don't lose, win."
6.41508289814102E+017,c3,"The 'numeracy map' just fits into an iPhone, bringing it alive, digitally! Search the AppStore, 1st level free. http://t.co/8HxVKGu8WI"
6.4150970874701E+017,c6,The new iPhone will be announced tonight at 1AM (10th Sept). Here's how to watch it live http://t.co/aFRlZFTPc5 http://t.co/JIhzZ3paAA
6.41509725226553E+017,c1,"While all eyes may be on the new iPhone today, this Apple product will be the most disruptive http://t.co/WIZnjgwOQn http://t.co/x8LHcVGju8"
6.41511919778574E+017,c5,"Apple is hosting its annual splash on Wednesday to unveil a new version of its best product, the iPhone #Africapkenya http://t.co/hL17VGWRnL"
6.41512927225209E+017,c6,I'm so excited for the new iphone release tomorrow yas.
6.415155078924E+017,c3,Apple will be hosting its next iPhone reveal event on September 9 at 9AM PST. You can watch a live stream of the event at GameSpot's ...
6.41516638630715E+017,c5,"Today's the 9th? We've got some apple news coming, I just want to get on with it &amp; upgrade my iPhone."
6.41516726878777E+017,c2,Ready for the Keynote tomorrow. Is iPhone the right choice for me!? Next time on Dragon Ball Z
6.41517448831701E+017,c2,Alex Gibney explains why his Steve Jobs documentary may cause you to put down your iPhone for good (via @Pocket) http://t.co/98tFA0lX2C
6.41518004707193E+017,c4,"Started the day listening to @theweeknd, new iPhone reveal later and the #NFL is back tomorrow. Happy hump day!"
6.41518025825321E+017,c0,Not Available
6.41519726817071E+017,c0,"Today my doctor diagnosed me with a repetitive strain injury known as ""iPhone thumb"". May my social media use be a cautionary tale to all."
6.41521527461163E+017,c3,"Today Sept 9th Apple announces details on how iPhone will work with #Adblockers, #onlineadvertisers in the future."
6.4152614445856E+017,c5,Beyond excited for the Apple Event tomorrow. Mostly for new Apple Watch bands as I'll be trying not to get the new iPhone.
6.41529318703698E+017,c6,"New IPhone, it's a relegious day. https://t.co/ug29uE6zy1"
6.41536674015478E+017,c2,"Today's iPhone 6S event: Start time, where to watch the live blog and how to stream http://t.co/TZUjjgbA5c"
6.41537637887508E+017,c5,"@talk2GLOBE hi, may i ask what are the requirements needed for the iphone 5s under plan 999?"
6.41545859285434E+017,c3,If this new iPhone sounds like it'll suck after tomorrow's announcement then the joke's on me for saving up to get it.
6.41550287887471E+017,c6,Trading Street: iPhone Change May Be How You'll Pay: Apple's biggest update to the iPhone may be how most cons... http://t.co/frOUvoV8nC
6.41550948389655E+017,c1,"I love Apple, despite the fact that I'm constantly dissing the iPhone. Really looking forward to tomorrow's event."
6.41556474221625E+017,c5,"iPhone 6s: Everything you need to know!: Apple's event of the year, which is being held on September 9, has ma... http://t.co/LrIJS2reRb"
6.41556609580335E+017,c6,Not Available
6.41561004669829E+017,c3,"""Apple is expected to announce the iPhone 6S at 1PM tomorrow.""  Translation: At 1:00 PM tomorrow, the Internet will lose its shit."
6.41561322929394E+017,c5,"With Apple expected to announce details of a new iPhone today, the timing may be right to sell your old smartphone. http://t.co/sQWHRSopJT"
